卫生	0.9805	137071
矛盾	0.9529	46746
常态化	0.9125	14404
差异化	0.9587	13983
便利化	0.9255	5306
中心化	0.9733	4590
爆发式	0.9946	4058
碎片化	0.9822	3480
本土化	0.9660	2986
集中式	0.9182	2763
装配式	0.9793	2605
发起式	0.9884	2381
场景化	0.9552	2239
预付式	0.9629	2206
地毯式	0.9925	2246
品牌化	0.9851	2183
质押式	0.9871	2135
体验式	0.9778	2067
智慧化	0.9278	1645
特色化	0.9908	1297
穿透式	0.9492	1197
生态化	0.9379	1163
娱乐化	0.9434	983
酒店式	1.0000	1000
恒定	0.9768	969
移动化	0.9245	894
稳健型	0.9136	856
粗放式	0.9327	859
悬浮式	0.9789	882
娇艳	0.9978	898
接触式	0.9989	869
贯穿式	0.9485	773
忽悠式	0.9651	775
教科书式	1.0000	799
爆炸式	0.9849	785
外延式	0.9960	746
呼吸式	0.9973	737
项目化	0.9606	707
友好型	0.9891	724
全国化	0.9902	708
品质化	0.9986	707
湿式	0.9629	648
机构化	0.9645	598
金融化	0.9036	534
隐藏式	0.9704	558
闭式	0.9661	542
猥琐	0.9049	495
病毒式	0.9981	513
杠杆化	0.9390	477
实体化	0.9283	466
电商化	0.9469	464
颠覆式	1.0000	484
闲适	0.9634	447
尊贵型	0.9396	420
被动式	0.9351	418
累赘	0.9636	424
清单化	0.9862	430
运动式	0.9648	411
洁净型	0.9976	409
过去式	1.0000	410
穿戴式	0.9950	395
刻薄	0.9697	384
市民化	0.9949	390
时尚化	0.9821	384
游戏化	0.9663	373
承载式	1.0000	382
在线化	0.9864	364
被动型	0.9399	344
电容式	0.9748	348
清奇	0.9972	352
社区化	1.0000	353
功能化	0.9566	331
耐酸	1.0000	337
管家式	0.9497	302
订单式	0.9968	315
热式	0.9455	295
菜单式	0.9967	300
清单式	0.9967	299
覆盖式	1.0000	296
哀伤	0.9864	291
裂变式	0.9966	291
能源化	0.9532	265
浸入式	0.9928	274
互联网化	1.0000	269
服务式	0.9888	265
折叠式	0.9474	252
充电式	0.9924	260
聚集式	1.0000	257
表达式	0.9066	233
中介化	0.9127	230
兜底式	0.9160	229
日常化	0.9274	230
感应式	0.9711	235
飞跃式	0.9956	226
对称式	0.9823	222
枫桥式	0.9911	223
美元化	0.9462	211
费用化	0.9819	217
明朗化	0.9318	205
IP化	1.0000	217
H型	1.0000	1031
U型	1.0000	983
V型	1.0000	889
L型	1.0000	735
B型	1.0000	697
2型	1.0000	696
A型	1.0000	675
O型	1.0000	631
C型	1.0000	425
S型	1.0000	326
1型	1.0000	275
I型	1.0000	219
T型	1.0000	379
图形化	0.9217	200
常规化	0.9539	207
环抱式	0.9585	208
溜背式	0.9116	196
植入式	0.9571	201
拆卸式	1.0000	207
散户化	0.9204	185
实质化	0.9848	194
担保化	0.9949	195
悬挂式	0.9948	193
过山车式	1.0000	192
连杆式	1.0000	188
傻瓜式	0.9786	183
轰炸式	0.9784	181
产权式	0.9837	181
敏感型	0.9837	181
活塞式	0.9396	171
套餐式	0.9665	173
女性化	0.9441	169
整体式	0.9831	175
场景式	1.0000	177
解乏	1.0000	177
预防式	0.9831	174
公寓式	1.0000	175
按压式	0.9943	174
进驻式	0.9486	166
抽取式	1.0000	174
视频化	0.9885	172
脉冲式	0.9942	170
维权式	0.9763	165
暴虐	0.9702	163
静美	0.9821	165
响应式	0.9277	154
对话式	0.9940	165
业务化	0.9146	150
搬家式	1.0000	162
协同化	0.9494	150
项目式	0.9937	157
环绕式	0.9936	156
碰瓷式	0.9679	151
几何式	1.0000	153
台账式	1.0000	153
步入式	1.0000	153
电影化	0.9935	152
启发式	0.9073	137
甲基化	0.9133	137
酸涩	0.9867	148
时代化	0.9865	146
按键式	0.9932	146
参与式	0.9932	145
全民化	1.0000	145
内生式	0.9236	133
分段式	0.9653	139
间歇式	0.9930	141
符号化	0.9857	138
体检式	0.9856	137
风格化	0.9855	136
定制式	0.9708	133
旋钮式	0.9925	133
递进式	0.9084	119
份额化	0.9141	117
团队化	0.9841	124
主题式	0.9840	123
单元式	0.9840	123
侵入式	0.9919	123
循环式	0.9431	116
数码化	0.9675	119
融合式	1.0000	123
插入式	0.9917	120
口语化	0.9832	117
寡妇化	1.0000	119
横幅式	1.0000	119
管道式	0.9145	107
过滤式	0.9402	110
钓鱼式	0.9744	114
抽奖式	0.9391	108
套路化	0.9386	107
情景式	0.9912	113
在线式	1.0000	112
波浪式	0.9643	108
景观化	0.9545	105
框架式	0.9909	109
价值化	0.9817	107
内容化	0.9450	103
野蛮式	0.9725	106
大嘴式	0.9630	104
触控式	0.9630	104
平板式	1.0000	107
莽撞	1.0000	163
壮阳类	1.0000	50
肥料化	0.9340	99
候鸟式	0.9714	102
压缩式	0.9712	101
附着式	1.0000	104
低俗化	0.9126	94
流水线式	1.0000	103
59式	1.0000	102
挤压式	1.0000	102
倾斜式	0.9700	97
92式	1.0000	99
丧偶式	0.9192	91
托管式	0.9899	98
开启式	1.0000	98
成熟型	0.9286	91
互助式	0.9896	95
模板化	0.9792	94
清晰化	0.9062	87
行业化	1.0000	96
滚雪球式	1.0000	95
自吸式	0.9263	88
吸附型	0.9787	92
顾问式	1.0000	94
一条龙式	1.0000	93
卡片式	1.0000	93
园区化	1.0000	93
库存化	1.0000	92
快餐式	1.0000	92
AI化	1.0000	90
景区化	1.0000	90
细致化	1.0000	90
解剖式	0.9778	88
透支型	0.9667	87
男性化	0.9326	83
基金化	1.0000	88
舒适化	1.0000	88
国家化	0.9540	83
涂抹式	1.0000	87
细节化	0.9419	81
结构式	0.9767	84
自得	1.0000	86
故事化	0.9765	83
电信化	0.9762	82
容积式	1.0000	83
生成式	0.9639	80
组件化	0.9036	75
荷兰式	0.9639	80
蜂窝式	0.9759	81
趣味化	1.0000	83
跟踪式	0.9880	82
低微	0.9756	80
雪崩式	1.0000	82
官僚化	0.9259	75
模型化	0.9506	77
瀑布式	0.9506	77
积木式	0.9136	74
管理式	0.9753	79
人头式	1.0000	80
地标式	1.0000	80
看穿式	1.0000	80
64式	1.0000	78
流动式	0.9872	77
连续式	0.9615	75
层级式	1.0000	77
情景化	0.9091	70
陪伴式	1.0000	77
勒索式	0.9474	72
地域化	0.9342	71
探究式	0.9605	73
液压式	1.0000	76
突击式	0.9211	70
虚假式	0.9605	73
共享式	0.9867	74
反射式	0.9733	73
案件化	1.0000	75
突破式	0.9733	73
软件化	0.9600	72
量贩式	1.0000	75
口号式	1.0000	74
商务化	0.9595	71
紧缺型	0.9595	71
中间化	0.9726	71
指标式	1.0000	73
牌照化	1.0000	73
云端化	0.9306	67
99式	1.0000	71
杠杆式	0.9718	69
渠道化	0.9718	69
片段化	1.0000	71
碾压式	1.0000	71
光纤化	0.9429	66
家长式	1.0000	69
座驾式	0.9420	65
深度化	1.0000	69
诱导式	0.9853	67
蹲点式	1.0000	68
浮动式	1.0000	67
澄净	0.9851	66
便捷式	0.9091	60
定型化	0.9848	65
指针式	1.0000	66
潮汐式	1.0000	66
空壳化	0.9545	63
外挂式	1.0000	65
桌面式	1.0000	65
模块式	0.9538	62
灵便型	1.0000	65
利益化	0.9844	63
圈层化	0.9375	60
铰接式	0.9206	58
通道化	1.0000	62
集聚化	1.0000	62
07式	1.0000	61
当代化	0.9508	58
指数式	0.9344	57
贴片式	0.9836	60
隔离式	1.0000	61
一致化	0.9167	55
主题化	0.9667	58
原料化	0.9167	55
地中海式	1.0000	60
契约式	0.9833	59
寻常型	0.9833	59
都市化	0.9833	59
住宿式	1.0000	59
未来式	1.0000	59
标杆式	1.0000	59
简约型	0.9661	57
苍蝇式	1.0000	59
超卓	0.9661	57
集装箱式	1.0000	59
静雅	0.9661	57
15式	1.0000	58
应付式	0.9828	57
成本化	1.0000	58
正当化	0.9655	56
漂浮式	1.0000	57
澳式	0.9474	54
确定型	0.9825	56
赌博式	0.9825	56
偏执型	0.9464	53
分享式	1.0000	56
妈妈式	1.0000	56
碎片式	1.0000	56
绑架式	1.0000	56
重力式	1.0000	56
公益化	0.9455	52
清寒	1.0000	55
先导式	0.9074	49
崩盘式	1.0000	54
平底式	0.9815	53
快餐化	0.9259	50
恐吓式	0.9630	52
现金化	1.0000	54
规则化	1.0000	54
95式	1.0000	53
公众化	1.0000	53
压燃式	0.9245	49
客观化	0.9811	52
密封式	1.0000	53
效率化	1.0000	53
游戏式	1.0000	53
电极式	0.9434	50
产业链式	1.0000	52
冷寂	0.9615	50
吸附式	0.9423	49
孤岛式	1.0000	52
广撒网式	0.9615	50
房地产化	1.0000	52
批发式	1.0000	52
案例式	1.0000	52
温和型	1.0000	52
增值型	0.9811	52
牵引式	1.0000	52
扩散式	1.0000	51
谨慎型	0.9020	46
银行化	1.0000	51
锁紧式	1.0000	51
颗粒化	0.9608	49
魔鬼式	0.9608	49
幽微	0.9600	48
招牌式	1.0000	50
港股化	1.0000	50
理财化	1.0000	50
股权化	0.9800	49
表格式	1.0000	50
酸腐	0.9600	48
高架化	0.9800	49
交叉式	0.9796	48
大事化	0.9796	48
层级化	0.9184	45
弹性化	0.9184	45
插座式	0.9796	48
暗访式	0.9592	47
翻盖式	1.0000	49
课程化	0.9796	48
驱动式	1.0000	49
仿制式	0.9375	45
垂直式	0.9792	47
引导式	1.0000	48
气动式	1.0000	48
股权式	1.0000	48
西方式	1.0000	48
网约化	1.0000	43
鹰眼式	0.9792	47
安神类	1.0000	42
03式	1.0000	47
振动式	0.9787	46
潮流化	0.9787	46
联动式	0.9149	43
轮胎式	0.9574	45
全面型	0.9348	43
套路式	0.9783	45
客户化	0.9783	45
恐慌式	0.9130	42
横贯式	0.9783	45
活动式	1.0000	46
购回式	0.9783	45
隧道式	1.0000	46
P2P化	1.0000	45
SaaS化	1.0000	45
弹簧式	1.0000	45
拉链式	1.0000	45
明星化	0.9111	41
空洞化	0.9333	42
纸质化	0.9778	44
跌落式	0.9778	44
跳水式	0.9778	44
压力式	0.9773	43
困厄	1.0000	44
夷平	1.0000	44
影像化	1.0000	44
性别化	0.9545	42
户籍化	1.0000	44
漫灌式	1.0000	44
直立式	0.9545	42
破坏式	0.9773	43
货架式	1.0000	44
阶段式	1.0000	44
IT化	1.0000	43
公司式	1.0000	43
加盟式	0.9070	39
合作式	0.9070	39
模组化	0.9302	40
浸润式	0.9302	40
简约化	0.9535	41
部门化	1.0000	43
A股化	1.0000	42
包裹式	1.0000	42
土豪式	1.0000	42
妙曼	1.0000	42
平衡式	0.9286	39
样板化	0.9762	41
田园式	1.0000	42
监管化	1.0000	42
约定式	1.0000	42
节能化	1.0000	42
蒸发式	0.9048	38
角质化	0.9762	41
龄化	0.9524	40
龙门式	1.0000	42
全员化	1.0000	41
叠加式	1.0000	41
好莱坞式	1.0000	41
手术式	1.0000	41
水槽式	1.0000	41
盆栽式	1.0000	41
远程化	1.0000	41
预约式	0.9268	38
喷射式	1.0000	40
小额化	0.9250	37
桁架式	0.9750	39
物业化	1.0000	40
进阶式	1.0000	40
逃避式	1.0000	40
筒状	1.0000	35
伴随式	1.0000	39
全面化	1.0000	39
密集式	1.0000	39
尺寸化	1.0000	39
操纵化	0.9487	37
欺诈式	0.9487	37
民众化	1.0000	39
直接式	0.9487	37
讨好型	0.9744	38
跟风式	0.9231	36
轨道式	1.0000	39
羞辱性	1.0000	35
5G化	1.0000	38
住宅式	1.0000	38
区别化	1.0000	38
牙膏式	1.0000	38
计酬式	0.9474	36
说教式	0.9211	35
连续型	0.9211	35
光学式	0.9459	35
关系式	0.9730	36
头部化	0.9459	35
宽带化	1.0000	37
平均化	0.9189	34
抵抗式	1.0000	37
星级化	1.0000	37
林荫化	0.9459	35
气压式	1.0000	37
腻歪	0.9730	36
订单化	0.9730	36
垄断式	1.0000	36
奖励式	1.0000	36
监督式	1.0000	36
群体化	0.9444	34
订阅式	0.9722	35
造反式	1.0000	36
问答式	1.0000	36
传动式	1.0000	35
全景化	1.0000	35
卡扣式	1.0000	35
拼装式	1.0000	35
无中生有型	1.0000	35
标签式	1.0000	35
楼阁式	1.0000	35
组合化	0.9143	32
翻转式	1.0000	35
职能式	1.0000	35
肥厚型	0.9429	33
表格化	1.0000	35
轿车化	0.9143	32
偶像化	0.9118	31
分红式	0.9412	32
协同式	1.0000	34
反应式	1.0000	34
员工化	0.9706	33
工作式	0.9706	33
滑盖式	0.9412	32
超市化	1.0000	34
众筹式	0.9394	31
复杂型	0.9091	30
饼状	1.0000	35
成品化	0.9091	30
新型化	1.0000	33
旅馆式	1.0000	33
栅栏式	1.0000	33
波段式	1.0000	33
深入化	0.9697	32
激烈化	0.9091	30
炫耀式	0.9394	31
现实化	1.0000	33
硬质化	1.0000	33
吸纳式	0.9375	30
最佳化	1.0000	32
烟囱式	1.0000	32
简约式	0.9062	29
贡献式	0.9688	31
轻便型	0.9375	30
预装式	0.9062	29
乐视化	0.9355	29
傻瓜化	0.9355	29
台账化	1.0000	31
拦截式	1.0000	31
欺骗式	1.0000	31
漏斗式	1.0000	31
粘贴式	1.0000	31
纽扣式	1.0000	31
置换式	1.0000	31
芯片化	0.9355	29
融入式	1.0000	31
表演式	0.9355	29
隔膜式	0.9355	29
光电式	0.9333	28
全程式	1.0000	30
刷屏式	0.9333	28
定向式	1.0000	30
对赌式	0.9000	27
滴灌式	1.0000	30
牌照式	1.0000	30
生态式	1.0000	30
电阻式	0.9000	27
石油化	0.9333	28
至尊型	1.0000	30
超声波式	1.0000	30
跟随式	1.0000	30
逆流式	1.0000	30
龙湖式	1.0000	30
97式	1.0000	29
介入式	1.0000	29
冷凝式	0.9310	27
前置式	1.0000	29
协商式	1.0000	29
吸入式	1.0000	29
团队式	1.0000	29
地面式	1.0000	29
妍丽	1.0000	29
密集化	1.0000	29
对流式	1.0000	29
探索式	0.9655	28
政策化	0.9310	27
涡轮式	0.9310	27
片段式	1.0000	29
眼镜式	0.9655	28
航班化	1.0000	29
躯体化	0.9655	28
适应型	0.9310	27
预付卡式	1.0000	29
齿轮式	0.9310	27
42式	1.0000	28
冲击式	0.9286	26
包围式	1.0000	28
悬崖式	1.0000	28
意大利式	0.9643	27
木质化	1.0000	28
水平式	0.9643	27
研究式	1.0000	28
票据化	0.9286	26
蠕虫式	0.9643	27
震荡式	0.9643	27
鲜黄	0.9643	27
任务式	0.9630	26
体制化	0.9259	25
农业化	0.9630	26
创意化	1.0000	27
娱乐式	1.0000	27
崩塌式	1.0000	27
投入式	1.0000	27
推动式	1.0000	27
最低化	0.9630	26
权威化	1.0000	27
残败	0.9630	26
比例式	0.9630	26
比较式	1.0000	27
清馨	0.9630	26
游艇式	1.0000	27
物联网化	1.0000	27
美国化	0.9259	25
通风报信型	1.0000	27
银行式	1.0000	27
间接式	1.0000	27
饱和式	1.0000	27
骚扰式	0.9630	26
